%Recollect Version 2.3; iPad: ; User: RLB100; Session: 2
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,2,0,0.5,3,6,algoNotBayesian
32,4,2,0,0,2,6,algoNotBayesian
32,4,2,0,0.8,2,6,algoNotBayesian
32,4,2,0,0.4545455,3,6,algoNotBayesian
32,4,2,0,1,2,6,algoNotBayesian
32,4,2,0,0.75,3,6,algoNotBayesian
32,4,2,0,1,4,6,algoNotBayesian
32,4,2,0,0.5833333,5,6,algoNotBayesian
32,4,2,0,0.2,6,6,algoNotBayesian
32,4,2,0,0.6153846,5,6,algoNotBayesian
32,4,2,0,0.6,6,6,algoNotBayesian
32,4,2,0,0,7,7,algoNotBayesian
32,4,2,0,0.8333333,6,7,algoNotBayesian
32,4,2,0,0.2,7,7,algoNotBayesian
32,4,2,0,1,6,7,algoNotBayesian
32,4,2,0,0,7,7,algoNotBayesian
32,4,2,0,0,6,7,algoNotBayesian
32,4,2,0,0.2,5,7,algoNotBayesian
32,4,2,0,0.4444444,4,7,algoNotBayesian
32,4,3,0,1,2,7,algoNotBayesian
32,4,3,0,0.4,3,7,algoNotBayesian
32,4,3,0,0.3571429,2,7,algoNotBayesian
32,4,3,0,1,2,7,algoNotBayesian
32,4,3,0,0,3,7,algoNotBayesian
32,4,3,0,1,2,7,algoNotBayesian
32,4,3,0,0.75,3,7,algoNotBayesian
32,4,3,0,0,4,7,algoNotBayesian
32,4,3,0,0,3,7,algoNotBayesian
32,4,3,0,0.3333333,2,7,algoNotBayesian
32,4,3,0,0,2,7,algoNotBayesian
32,4,3,0,1,2,7,algoNotBayesian
32,4,3,0,0.6666667,3,7,algoNotBayesian
32,4,3,0,0,4,7,algoNotBayesian
32,4,3,0,0,3,7,algoNotBayesian
32,4,3,0,0.75,2,7,algoNotBayesian
32,4,3,0,0.3333333,3,7,algoNotBayesian
32,4,3,0,1,2,7,algoNotBayesian
32,4,3,0,0.3333333,3,7,algoNotBayesian
32,4,3,0,0.5555556,2,7,algoNotBayesian
32,4,3,0,0.2,3,7,algoNotBayesian
32,4,3,0,0.2,2,7,algoNotBayesian
32,4,3,0,0.6,2,7,algoNotBayesian
32,4,3,0,0,3,7,algoNotBayesian
32,4,3,0,0.2,2,7,algoNotBayesian
32,4,3,0,1,2,7,algoNotBayesian
32,4,3,0,0.25,3,7,algoNotBayesian
32,4,3,0,1,2,7,algoNotBayesian
32,4,3,0,0,3,7,algoNotBayesian
